資料集Id,資料集名稱,資料集提供機關名稱,資料集連結,主要欄位說明,資料資源下載連結,資料資源檔案格式,metadata文字編碼
26065,桃園市橋梁資訊,桃園市政府工務局,data.gov.tw/node/26065,橋梁名稱、橋梁位置、行政區,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=42b5fb3a-da25-4a22-84ec-6d1cf1bae769&rid=a66e2e0c-781b-4db6-a81f-7db1bc570bdd,CSV,UTF-8
26066,桃園市A1及A2類道路交通事故件數－按肇事場所別,桃園市政府警察局,data.gov.tw/node/26066,"年度	轄區	肇事場所	件數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=aeb5d36a-e429-4651-bcac-3e2e5f3ac3eb&rid=59d3afd4-eb3e-47ba-aa9d-ec01381d0ec4,CSV,Big5
26067,車輛偵測器 設備資訊,桃園市政府交通局,data.gov.tw/node/26067,UpdateTime(資料更新時間)、DeviceId(設備編號)、DeviceKind(設備種類)、Attribute(設備屬性)、Location(設備位置描述)、SectionID(所在路段編號)、Direction(偵測方向)、WgsX(WGS座標系統X座標)、WgsY(WGS座標系統Y座標),http://61.60.10.87/javaAndXml/xmldata/opendata/vd_info.xml,其他,UTF-8
26068,桃園市婦幼館,桃園市政府社會局,data.gov.tw/node/26068,婦幼館名稱、地址、借館聯絡人、社會課電話、館舍電話、傳真、館舍運用情形,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3ef8e8f0-9ed9-413f-aab1-f5e97d0987d0&rid=bc1ec890-c9bb-460f-9170-9d43fcafb14a,CSV,UTF-8
26069,桃園市人行道管理,桃園市政府工務局,data.gov.tw/node/26069,"項次	公共設施名稱	位置	面積(平方公尺)	管理單位	施工時程",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=1de35418-b949-4ace-89a2-cb92714be3eb&rid=6a4126e6-e1ee-43e2-b771-e49f6a532c45,CSV,UTF-8
26070,桃園市政府警察局公務人員－按學歷別,桃園市政府警察局,data.gov.tw/node/26070,"年度	學歷	人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3daf6e88-ac66-4cac-91a1-cdd8d0b60218&rid=8f23a876-3ba8-4659-abf3-d17f5fda7bcd,CSV,Big5
26071,桃園市政府警察局公務人員－按性別及年齡別,桃園市政府警察局,data.gov.tw/node/26071,"年度	性別	年齡	人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=9cf53e2a-a87c-40be-98d3-1dd9cf1a8546&rid=869b8391-273c-4ec7-b345-2beea6bb7f91,CSV,Big5
26072,桃園市政府免費法律諮詢服務時間及地點,桃園市政府法務局,data.gov.tw/node/26072,服務處所、服務時間、聯絡電話、地址,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=de252256-d928-4c3c-92e2-e89091610e6f&rid=8a719319-8b83-44dc-b7bb-fdc468d069cf,CSV,UTF-8
26073,公車動態,桃園市政府交通局,data.gov.tw/node/26073,業者資料、路線站點資料、公車即時動態,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b3abedf0-aeae-4523-a804-6e807cbad589&rid=bf55b21a-2b7c-4ede-8048-f75420344aed,XML,UTF-8
26074,桃園市狹小巷弄列管清冊,桃園市政府消防局,data.gov.tw/node/26074,序號、行政區、狹小巷弄地址,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=65c58683-220f-4075-a555-f80c7e580e5e&rid=f8924d17-a2a7-4079-8f36-0d57c89019d6,CSV,UTF-8
26075,桃園市內公有零售市場,桃園市政府經濟發展局,data.gov.tw/node/26075,"各區	市場名稱	管理員聯絡電話	地址	總攤數	市場介紹	特色說明	休市日",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=88e2df55-cdd1-4fe6-b881-8c511839fca3&rid=b4f12d54-b102-4757-957f-fedd555e1a07,CSV,UTF-8
26076,桃園市環境教育設施場所,桃園市政府環境保護局,data.gov.tw/node/26076,序號(場域編號，按照通過認證時間排序)、設施場所名稱(場域名稱)、地址(場域座落位置)、連絡電話(聯繫場域方式)、簡介(場域的簡單介紹)、網址(本市環境教育學習網網址),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=870ac05a-319c-4b58-8b23-fa4f18e8233e&rid=36fc6bae-f183-4291-8158-4745700dadd7,CSV,UTF-8
26077,桃園市水務局管轄滯洪設統計資料,桃園市政府水務局,data.gov.tw/node/26077,"編號,區別,地點(滯洪池座標),面積",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3598ac2c-8e6f-448b-a175-23cc49d00bf4&rid=df6b76f8-c939-425d-a36a-5b82f225d7cc,CSV,UTF-8
26078,104年度桃園市政府針對地籍清理之未能釐清權屬土地標售開標紀錄。,桃園市政府地政局,data.gov.tw/node/26078,"標號,行政區,段,小段,地/建號,面積,使用分區/使用分區類別,權利範圍分子,權利範圍分母,登記名義人,他項權利人姓名或名稱,他項權利種類,標售總底價,總投標金額(元),投標人,備註",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d2d37cb2-d5f5-4e48-ae2f-ae980326bc42&rid=5d87fa0a-8284-46e0-af97-b1d83d91e543,CSV,UTF-8
26079,桃園市身心障礙者醫療輔具評估機構一覽表,桃園市政府衛生局,data.gov.tw/node/26079,"評估項目(法定提供補助15項目)
機構名稱(12家機構可評估醫療輔具報告書)",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=35eb07a5-487c-410c-bfcc-34589ce19534&rid=dc9005bf-fede-496a-b907-b6d145d95741,CSV,UTF-8
26080,桃園市交通事故-最小統計區,桃園市政府警察局,data.gov.tw/node/26080,事故時間、事故地點,http://taoyuan.esritw.opendata.arcgis.com/datasets/4f021335490e49d9b4fa535fcb2749d5_33.csv,其他,UTF-8
26081,桃園市調解業務民間團體名冊,桃園市政府勞動局,data.gov.tw/node/26081,"編號,名稱,電話,傳真,E-mail,地址,理事長,立案時間,備註",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b98f17e8-eb95-404a-b013-9d6509a839d7&rid=19257c9d-9313-40bf-a967-5dc34c1f7a37,CSV,UTF-8
26082,桃園國際棒球場及青埔運動公園收費標準表,桃園市政府體育局,data.gov.tw/node/26082,場地 收費項目 收費內容,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=fd70bee5-9d1b-4250-9039-318c6e4eca88&rid=b7f05534-3ff3-4a19-93d8-933dbaffebab,CSV,UTF-8
26083,桃園市官網最新消息,桃園市政府研究發展考核委員會,data.gov.tw/node/26083,發布單位、發布日期、截止日期、提供單位、詳細內容,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=81ac9cd3-bce7-4e62-8134-ac89dc54ef3e&rid=73644460-c76f-4afa-aa30-064bfef291d8,JSON,UTF-8
26084,桃園市用電設備檢驗維護業,桃園市政府經濟發展局,data.gov.tw/node/26084,"編號 No.,公司名稱 Company Name,公司地址 Address,登記證字號 Licence Number",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ac536e57-519f-4d67-a638-a1fd41b4d015&rid=90e72112-491b-4d97-a2c1-859adc4c5474,CSV,UTF-8
26085,桃園市有財產統計表,桃園市政府財政局,data.gov.tw/node/26085,"項目(土地,土地改良物,房屋建築及設備,機械及設備,交通及運輸設備,雜項設備,有價證券,權利),筆數,面積,金額",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=2608f681-5ddf-4657-bcbb-445db26781a0&rid=540527bc-a3be-4d5a-b4a8-c1c982d8ee77,CSV,UTF-8
26086,桃園市原住民族公共服務資源,桃園市政府原住民族行政局,data.gov.tw/node/26086,編號市區別地址聯絡資訊,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5eb99b91-2361-46af-bbd9-4070ecca1d88&rid=aeecaea6-9ab0-4ceb-82e2-d6ce625ab873,CSV,UTF-8
26087,桃園市GMP動物用藥廠名冊,桃園市政府農業局,data.gov.tw/node/26087,藥廠名稱、地址、電話,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=579f5e71-4f67-4d5b-b0a5-a46b58ad4df3&rid=d9ad8d26-9920-4e38-b5b0-509144507326,CSV,UTF-8
26088,桃園市各役政單位聯絡清冊,桃園市政府民政局,data.gov.tw/node/26088,單位，地址，聯絡電話,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=49ba7319-3d1e-4f42-8ab9-d9df4e44589e&rid=0b105e3b-3740-4e2a-842c-d07cab9e0137,CSV,UTF-8
26089,桃園市免費勞工法律諮詢,桃園市政府勞動局,data.gov.tw/node/26089,"編號,諮詢地點,服務時段,聯絡電話,備註",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e4d890e9-ca68-4ef1-ad41-bdaefea2a827&rid=c061c88e-0e3a-46e1-84e0-7b9c4dbc1183,CSV,UTF-8
26090,桃園市各級農會通訊資料,桃園市政府農業局,data.gov.tw/node/26090,各級農會名稱、電話、地址,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=102a51e8-f4ff-47ab-b32b-48b7802214d7&rid=4e4db78e-9f80-4990-9f87-0da0f9c4902a,CSV,Big5
26091,桃園市藥商家數,桃園市政府衛生局,data.gov.tw/node/26091,藥局 販賣業西藥商 製造業西藥商 販賣業中藥商 製造業中藥商 販賣業醫療器材商 製造業醫療器材商,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f752ce71-5939-4798-8c9b-d9351a9f3921&rid=e6423ef9-9f4d-4e73-8558-f9ead1ab608b,CSV,UTF-8
26092,桃園市身心障礙類別、向度之鑑定醫院名冊,桃園市政府衛生局,data.gov.tw/node/26092,"""新制鑑定類別及向度(新制鑑定類別及向度)
相關疾病類別(相關疾病類別)
鑑定機構(17家鑑定機構)""",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=55a4a137-f40b-40ae-b960-fc0bff31db25&rid=27993028-e4e4-4042-8c70-24387f51b2eb,CSV,UTF-8
26093,桃園市寬頻管道人手孔,桃園市政府工務局,data.gov.tw/node/26093,"資料庫代碼,開關閥編號,位置X 坐標,位置Y 坐標",http://taoyuan.esritw.opendata.arcgis.com/datasets/3a982c63773848fcbfcca61c5db8ab81_5.csv,其他,UTF-8
26094,財團法人教育基金會清冊,桃園市政府教育局,data.gov.tw/node/26094,基金會為桃園市財團法人教育是務基金會類似屬公共資訊及公益性質。,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=43a36ed0-0fcf-4cf1-94af-f1a062360a44&rid=f841eef3-5a14-448e-91d9-ac5933cf1e42,CSV,UTF-8
26095,桃園市政府川堂及府前廣場場地資訊,桃園市政府秘書處,data.gov.tw/node/26095,地點、面積、開放時間、開放借用對象、地址,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=36fc550f-2613-409d-9282-bc5ce6186718&rid=827bd4fa-65f2-46b8-b435-d08327307970,CSV,UTF-8
26096,桃園市平均每戶家庭收支(98~103年),桃園市政府主計處,data.gov.tw/node/26096,"fieldDescription"":""Year(年別)、Receipts(所得收入(元))、Consumption Expenditures(消費支出(元))、Nonconsupton Expenditures(非消費支出(元))、Disposable Income(可支配所得(元))、Saving(儲蓄(元))、Current Receipts(所得總額(元))",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ad64dc11-e0b7-40d2-ad19-19a7eb0d3446&rid=b1e48168-5ace-4bd9-9dfb-55cf274dc0b2,CSV,UTF-8
26097,桃園市查獲經濟案件,桃園市政府警察局,data.gov.tw/node/26097,"時間	案類	種類	件數	人數	金額
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8643d062-3909-4385-b3a9-315b7a1767a5&rid=f9fb3147-abea-442c-a732-552601c9b3fa,CSV,Big5
26098,桃園市嫌疑犯人數按職業別,桃園市政府警察局,data.gov.tw/node/26098,"年度	職業別	性別	人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=84f016e1-5224-448a-871d-6a8efec75f6b&rid=b7ec0d40-0972-4a8a-9ef8-caa81989e5e5,CSV,Big5
26099,桃園市身心障礙者庇護工場,桃園市政府勞動局,data.gov.tw/node/26099,庇護工場名稱.辦理單位.營業項目.聯絡方式,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3c20c612-3159-4219-9868-be44a7712fee&rid=0544e8d9-ee61-4e48-8d2d-59b0d31643e1,CSV,UTF-8
26100,桃園市違反社會秩序維護法案件,桃園市政府警察局,data.gov.tw/node/26100,"年度	案件種類	件數	人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ba433e77-3031-40aa-8617-7895f7ef6dbc&rid=4f106d1a-2311-4377-a42e-40704982a57d,CSV,Big5
26101,桃園市政府警察局執行家戶訪查發現及處理戶口(籍)案件成果,桃園市政府警察局,data.gov.tw/node/26101,"年度	種類	件數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8c5fab1f-fdbe-4b29-bcde-7de8ba86aa9f&rid=a4b690d4-556d-4f87-becd-231e964ede1c,CSV,Big5
26102,路邊停車資訊,桃園市政府交通局,data.gov.tw/node/26102,rd_name(路段名稱)、rd_begin(路段起點)、rd_end(路段迄點)、rd_count(路段格位數)、use_cnt(已停格位數)、last_time(最近更新時間)、tp_name(路段收費標準),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6ba44925-43ed-4bc7-8243-c22ab10ca4ff&rid=27d2edc9-890e-4a42-bcae-6ba78dd3c331,XML,UTF-8
26103,桃園市就業服務據點,桃園市政府勞動局,data.gov.tw/node/26103,設置地點，地址，聯絡電話，營業時間，簡介,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=34ac8002-7a88-4a20-b443-ab3669505973&rid=52e04bd3-59c2-46a2-8957-148e68a0da78,CSV,UTF-8
26104,桃園市早期療育社區資源中心,桃園市政府社會局,data.gov.tw/node/26104,中心名稱、委辦單位、服務區、服務內容、服務對象、服務時間,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=01a08d76-77dc-433f-906c-1c6d960881c0&rid=5e37b1bd-71ae-4d33-984d-40c06ed342e7,CSV,UTF-8
26105,環境音量監測,桃園市政府環境保護局,data.gov.tw/node/26105,監測地點、管制區,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=fe3257ca-c3e0-40e4-bf56-01e70417a393&rid=f3d8afa2-f501-417b-9283-f6e48a1d9f60,CSV,UTF-8
26106,桃園市政府教育局志工表揚名單,桃園市政府教育局,data.gov.tw/node/26106,桃園市政府教育局志工表揚名單志工服務表揚,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b5f00208-1f50-4ee5-8d74-aa0b1c58e434&rid=50360c8a-7cf6-4aac-8901-ac0769c4d052,CSV,UTF-8
26107,臺灣桃園國際機場103年度固定式航空噪音監測站監測資料,桃園市政府環境保護局,data.gov.tw/node/26107,"年,月,測站名稱,監測數據",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8c4eab11-05c5-4c38-9bd2-889f434fcaf5&rid=6a806a80-8440-4d41-823d-da8fe4b5a7cd,CSV,UTF-8
26108,桃園市地方型SBIR,桃園市政府經濟發展局,data.gov.tw/node/26108,年度，公司名稱，地址,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=db513c93-32e8-4bea-bb7e-2971276cb541&rid=fe9a12f2-f5b7-4611-914e-3180d3c779c5,CSV,UTF-8
26109,桃園市石門山勞工育樂中心,桃園市政府勞動局,data.gov.tw/node/26109,"房型,價位,設施,交通資訊",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=86a93af5-c032-4f3b-b3ff-f0497d9d244a&rid=4b76e172-d74e-404c-92a8-ac7729ee4c5e,CSV,UTF-8
26110,桃園市政府警察局為民服務成果,桃園市政府警察局,data.gov.tw/node/26110,"年度	為民服務種類	件數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=747596e9-0a3a-4103-97fb-5626b6672adb&rid=a2b0dfd0-ea01-46cd-8665-309f9ac70d41,CSV,Big5
26111,桃園市新移民家庭服務中心服務據點,桃園市政府社會局,data.gov.tw/node/26111,所在區域、據點名稱、聯絡人、聯絡電話、單位地址,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b4c7d9a7-45c8-43fc-8dcc-3ae19e3bf91a&rid=df10842f-2d14-4bd9-849e-65d471dce482,CSV,UTF-8
26112,資訊可變標誌 動態資訊,桃園市政府交通局,data.gov.tw/node/26112,UpdateTime(資料更新時間)、DeviceId(設備編號)、Content(內容訊息)、Status(設備狀態),http://61.60.10.87/javaAndXml/xmldata/opendata/cms_value.xml,其他,UTF-8
26113,桃園市漁會通訊資料,桃園市政府農業局,data.gov.tw/node/26113,電話(電話)、傳真(傳真),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e5f8d415-5739-486f-9d8c-2600768d299b&rid=0e049833-f2ec-44f4-8c04-02428a924bf8,CSV,UTF-8
26114,桃園市托嬰中心名冊,桃園市政府社會局,data.gov.tw/node/26114,托嬰中心名稱、負責人、核定收托人數、地址、聯絡電話,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=92ac0ec4-fcb9-413b-ad0c-72c040d74fb9&rid=fe88378d-fba0-4499-b95d-69a439b4a8c4,CSV,UTF-8
26115,桃園機場航空噪音防制區,桃園市政府環境保護局,data.gov.tw/node/26115,"防制區,區,里",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=4eecbb62-3cf4-41dc-92af-0324c656425a&rid=1404c770-ac70-4dbc-aab3-f30093b2365c,CSV,Big5
26116,桃園市公告市管區域排水基本資料,桃園市政府水務局,data.gov.tw/node/26116,1.NO.(編號)2.行政區(所流經之行政區域)3.排水路名稱(公告市管區域排水名稱)4.排水出口(排水最終流出口)5.權責起點(TWD97)(權責起始點及座標)6.權責終點(TWD97)(權責終止點及座標)7.長度(m)(區域排水長度，單位:公尺),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ffbc08f7-c7ee-4043-886b-e1f462354991&rid=784b4dc1-e130-493d-9519-c5e33fd6c0f0,CSV,UTF-8
26117,桃園市政府警察局公務人員－按職等別,桃園市政府警察局,data.gov.tw/node/26117,"年度	職別	官職等	人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f3292c79-a7b4-4d06-8082-0d85b26193ce&rid=27d94919-a91d-44d1-b9dc-df15f6748ba0,CSV,Big5
26118,桃園市優良企業,桃園市政府經濟發展局,data.gov.tw/node/26118,活動企劃介紹，得獎企業介紹，表揚會花絮,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6c62975d-3dfc-4ace-a2ed-0628360b49d8&rid=a5ff9c8b-ad13-41cb-b6d4-7698d844eb30,CSV,UTF-8
26119,桃園市河濱自行車道資料,桃園市政府水務局,data.gov.tw/node/26119,"編號,名稱(自行車道名稱),長度(車道長度),平均寬度(m),起點,終點",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e32ab501-ddb3-4f18-ac7f-b54ebe5e8604&rid=74b1e522-f721-43d0-89af-3365dab3b568,CSV,UTF-8
26120,桃園市取締攤販績效,桃園市政府警察局,data.gov.tw/node/26120,"時間	種類	件數	人數
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=4e5eeab7-3224-4302-add4-107855a0937e&rid=06e9937b-3fbd-48fb-b155-b866e04096d9,CSV,Big5
26121,桃園市田徑場及體育館收費標準表,桃園市政府體育局,data.gov.tw/node/26121,收費項目，收費內容,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=4034aa52-748a-4f59-922d-918df3391e51&rid=ab554ca6-b8b5-49fa-839a-88c3b7950e8c,CSV,UTF-8
26123,桃園市政府辦理土地及建物代為標售價金保管款清冊,桃園市政府地政局,data.gov.tw/node/26123,"鄉鎮市區,段,小段,地/建號,面積,權利範圍分子,權利範圍分母,土地/建物所有權人姓名,土地/建物所有權人住址,保管款金額(元),保管字號,備註",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0725ed27-24e6-4c6e-bc14-4e8e2aec6fd0&rid=cccb04be-104b-4d39-b6cc-a59cb729f41c,CSV,UTF-8
26124,公廁點位資訊,桃園市政府環境保護局,data.gov.tw/node/26124,公廁編號、鄉鎮名稱、村里名稱、公廁名稱、地址或地點描述、管理單位名稱、管理單位聯絡電話、緯度、經度、最新公廁級別,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=daccd04c-875a-4e1f-b436-5bb66661e7b6&rid=a3bae18a-3a5a-4953-9ac6-fd1e16337b07,CSV,UTF-8
26125,藝文人士名冊,桃園市政府文化局,data.gov.tw/node/26125,藝文人士姓名、專長領域,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b254cb69-02a4-46b1-a0b6-04071b194e49&rid=8f122059-8634-4420-ac61-41a0ba49ee0f,CSV,UTF-8
26126,桃園市休閒農場,桃園市政府農業局,data.gov.tw/node/26126,休閒農場名稱、地址、電話,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d28bbe38-f849-4a5c-951d-86161d093691&rid=3e7b3f2f-9531-4e2b-a39d-ce449cd0f0c2,CSV,UTF-8
26127,桃園市交通事故-二級發布區,桃園市政府警察局,data.gov.tw/node/26127,事故時間、事故地點,http://taoyuan.esritw.opendata.arcgis.com/datasets/27d4442bd4824885b9908916c8d80e1e_32.csv,其他,UTF-8
26128,桃園市社區大學一覽表,桃園市政府教育局,data.gov.tw/node/26128,桃園市社區大學一覽表(名稱、地址、電話),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=fe05f7e9-37ed-450c-b885-c296c51b8ca9&rid=1a74e6a7-2c82-4f9f-afc6-dee26892b3fa,CSV,UTF-8
26129,桃園市珍貴樹木資料,桃園市政府農業局,data.gov.tw/node/26129,Sno:樹木編號、town_na:區域、area_location:地址、x:TWD97X座標、tree_na:樹種、age:樹齡、y:TWD97Y座標,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=25bbcd34-16a8-4c4e-a341-4666cd0db5b4&rid=475d7ece-32b8-4b5f-a31a-910d58aac908,CSV,UTF-8
26130,桃園市政府職訓開班一覽表,桃園市政府勞動局,data.gov.tw/node/26130,班次、訓練班別、訓練單位及報名電話、報名及洽詢電話、人數、時數、預定開訓日期、預定結訓日期、自行負擔費用、上課地點,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=be264247-ac51-4eb4-86aa-78f5ce939597&rid=6fee5474-a205-49d6-87d4-12423ffc89c0,CSV,UTF-8
26138,動產擔保交易登記統計表,桃園市政府經濟發展局,data.gov.tw/node/26138,動產抵押  附條件買賣  信託占有  合計  核准  抄錄  退補  其他  總計,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=cd69173e-2f45-4a93-94bc-ae2f37cd0744&rid=658f25c5-3c4f-45d2-9d64-f2443c1a312c,CSV,UTF-8
26272,桃園市易發生婦幼被害點位,桃園市政府警察局,data.gov.tw/node/26272,"1.type：犯罪發生的種類。
2.year：犯罪發生的年度。
3.breau：該案管轄的分局。
4.Latitude：鄰近緯度。
5.Longitude：鄰近經度。
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=99b80099-45ab-4c05-9081-5f9e6e16a0a1&rid=85181312-fe58-47c5-ad35-e3324ba4402b,CSV,UTF-8
26273,經濟部推薦桃園市工商綜合區總表,桃園市政府經濟發展局,data.gov.tw/node/26273,名稱、開發地區、開發分區、電話,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e49df3fe-0347-4df1-91e5-7cf8fbf20dba&rid=c92d05e9-49e9-4b69-8fe8-0e87605d8737,CSV,UTF-8
26274,桃園上好攤歷屆得獎名單,桃園市政府經濟發展局,data.gov.tw/node/26274,「2014桃園上好攤」金牌獎、「2014桃園上好攤」銀牌獎、「2014桃園上好攤」銅牌獎、「2014桃園上好攤」微笑美食獎、「2014桃園上好攤」人氣美食獎、「2014桃園上好攤」超值美食獎,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b12432b0-a3cd-46e9-85d3-c56ca2853f68&rid=c9fb3772-f3b6-4725-ab9e-8063270283ef,CSV,UTF-8
26275,優良市集歷屆得獎名單,桃園市政府經濟發展局,data.gov.tw/node/26275,興國公有零售市場、八德公有零售市場、大園公有零售市場、中壢觀光夜市、大湳公有零售市場、桃園觀光夜市,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c882d75e-4686-4f48-9bbb-b5a5da529fcd&rid=50a9e7e9-5a9e-4213-b675-fe6db80c8b18,CSV,UTF-8
26276,桃園市住宅竊盜點位,桃園市政府警察局,data.gov.tw/node/26276,"1.type：犯罪發生的種類。
2.time：犯罪發生的年、月、日
3.year：犯罪發生的年度。
4.month：犯罪發生的月份。
5.date：犯罪發生日期。
6.breau：該案管轄的分局。
7.station：該案管轄的派出所。
8.Latitude：犯罪發生的緯度。
9.Longitude：犯罪發生的經度。
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ad727cc5-4de1-40ef-8184-5cb1b8c65edd&rid=c5d30784-ecb1-4d18-946d-b37f6f0226bf,CSV,UTF-8
26277,桃園市商圈特色店家,桃園市政府經濟發展局,data.gov.tw/node/26277,"「公司名稱」、「店家名稱」、「公司電話」、「營業地址」
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=de534f0f-14d1-4df9-9eef-f33d79b0b0dc&rid=78396998-8727-47aa-8ef3-3b44383fc77b,CSV,UTF-8
26278,桃園市『台灣智慧航空城產業聯盟』會員廠商列表,桃園市政府經濟發展局,data.gov.tw/node/26278,編號、公司名稱,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e4cb47e3-35ad-461c-933e-afbe4407676a&rid=95dacbe2-bea0-41b6-bc24-727d59a6c345,CSV,UTF-8
26279,桃園市機車竊盜點位,桃園市政府警察局,data.gov.tw/node/26279,"1.type：犯罪發生的種類。
2.time：犯罪發生的年、月、日
3.year：犯罪發生的年度。
4.month：犯罪發生的月份。
5.date：犯罪發生日期。
6.breau：該案管轄的分局。
7.station：該案管轄的派出所。
8.Latitude：犯罪發生的緯度。
9.Longitude：犯罪發生的經度。",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=200934fc-4501-4477-88f8-86a7f15d590e&rid=75a851f8-62d0-475a-83cf-9d2a7c5bc059,CSV,UTF-8
26280,桃園市汽車竊盜點位,桃園市政府警察局,data.gov.tw/node/26280,"1.type：犯罪發生的種類。
2.time：犯罪發生的年、月、日
3.year：犯罪發生的年度。
4.month：犯罪發生的月份。
5.date：犯罪發生日期。
6.breau：該案管轄的分局。
7.station：該案管轄的派出所。
8.Latitude：犯罪發生的緯度。
9.Longitude：犯罪發生的經度。",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d4343eab-492e-444c-b3f0-c267f90d2bb4&rid=f2219d56-1ca3-47c6-8dd8-ed9c352d0003,CSV,UTF-8
26349,桃園市遠距健康量測據點,桃園市政府衛生局,data.gov.tw/node/26349,地點，地址，電話，類別,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=952d4f99-1d83-4af4-9a2b-dde0863a711f&rid=a5cc0399-6db7-4138-9517-9203db3090d3,CSV,UTF-8
